Platform;URL;Author;Heading;Views;Engagement;Likes;Comments;Retweets_Shares;Reactions;Createtime
YouTube;https://www.youtube.com/watch?v=r2aEYQqNaRU;Whattheduck;BOWKYLION - วิงวอน (ex-change) [Live at KARAWA CONCERT];266360;3433;3338;95;0;0;2026-04-20
