Author;URLs;Heading;Views;Engagement;Action;Likes;Comments;Shares;Createtime;Duration
pearriepai;https://www.tiktok.com/@pearriepai/video/7617198002108779797;พี่ๆนึกออกไหมคะ มันเขิน 😭 #ติ่งกับtiktok #tiktokแฟนด้อม #บันเทิงtiktok #seventeen ;7628;557;3;554;0;3;46095;56
pearriepai;https://www.tiktok.com/@pearriepai/video/7617197155966651669;สติหลุดค่ะ !!!  ทำไมมาใกล้จังงงง 😭 #บันเทิงtiktok #seventeen ;7425;593;2;591;0;2;46095;25
pearriepai;https://www.tiktok.com/@pearriepai/video/7617196322688437525;ร้อนสมชื่อ !! 🔥🔥🔥 #seventeen #SVT_WORLDTOUR #บันเทิงtiktok ;11200;1335;36;1299;1;35;46095;64
pearriepai;https://www.tiktok.com/@pearriepai/video/7617195749088054548;อยกคนไทย คนจีนยังไง ? 😂 #ติ่งกับtiktok ;27500;1759;33;1726;0;33;46095;24
pearriepai;https://www.tiktok.com/@pearriepai/video/7617195264067095829;ความเริ่ดของสเตจเลื่อน เรายืนหลังๆเลยแต่ชัดมาก 😭👍🏼 #seventeen #SVT_WORLDTOUR #บันเทิงtiktok #tiktokแฟนด้อม ;9642;1258;22;1236;1;21;46095;37
pearriepai;https://www.tiktok.com/@pearriepai/video/7617192216330587413;สวยอ่ะ ปลื้มใจจจ 🥹 #SVT_WORLDTOUR #seventeen #บันเทิงtiktok ;7113;608;16;592;0;16;46095;44
pearriepai;https://www.tiktok.com/@pearriepai/video/7617157921323175189;ไม่ลืมที่จะ อาจูไนท์ !!! 😭👍🏼 #tiktokแฟนด้อม #บันเทิงtiktok #seventeen ;131000;22122;722;21400;13;709;46095;594
iamhartz;https://www.tiktok.com/@iamhartz/video/7525375583555964167;โคตรจะฟิน โครตจะฮ็อบอ่าาาา เพลง พิธีกร สามารถหาฟังได้แล้ว ฝากไปฟัง เม้นในmv ด่วนนน #iamhartz #tpop #เพลงฮิตtiktok ;296000;9422;156;9266;31;125;45848;40
iamhartz;https://www.tiktok.com/@iamhartz/video/7642298300766506248;รีแคปความรู้สึกหลังจากการ ioi กลับมาจริงๆ🥺🫶🏻 #ioi  #LOOP #IOICONCERTTOUR_LOOP_IN_BANGKOK #iMeThailand ;38700;6816;144;6672;37;107;46163;97
iamhartz;https://www.tiktok.com/@iamhartz/video/7641571753751301396;เสียงกริ๊ดดังมาก เซนเตอร์แห่งชาติได้เลย;46500;9197;881;8316;62;819;46161;108
iamhartz;https://www.tiktok.com/@iamhartz/video/7641509667499281682;มีทุกอย่างแต่สิ่งที่ไม่มีคือ... #คนไทยเป็นคนตลก ;314000;56105;5905;50200;63;5842;46161;17
iamhartz;https://www.tiktok.com/@iamhartz/video/7641208131707587861;รีวิวน้ำตราพี่จีซูค่ะ #vitaday #JISOO #บันเทิงTiktok ;26800;2829;266;2563;20;246;46160;37
iamhartz;https://www.tiktok.com/@iamhartz/video/7641156992278514952;น้องน่ารักมาก #CHIQUITA #CANNY #BABYMONTER ;214000;36058;1158;34900;75;1083;46160;11
iamhartz;https://www.tiktok.com/@iamhartz/video/7640876232724253959;ตอบกลับ @khawfang._ ท้ายฮาร์ทรองประธาน คนดีดีมีให้เลือกไม่พากันเลือก #โนนสูงศรีธานี ;320400;69824;7524;62300;179;7345;46159;151
iamhartz;https://www.tiktok.com/@iamhartz/video/7640744960068832520;ฮอตกว่าอากาศนะคนนี้ #PULSE_ON_IN_BANGKOK #TREASURE_THE_STAGE_2026 #Junghwan #GalaxyS26Ultra #Samsung ;147200;34817;1917;32900;95;1822;46159;24
iamhartz;https://www.tiktok.com/@iamhartz/video/7640723415787261204;แล้วชั้นโกหกไม่เก่ง  #MagicMove #MagicMoveทำนายทายรัก #บันเทิงtiktok ;115300;2247;29;2218;5;24;46159;98
iamhartz;https://www.tiktok.com/@iamhartz/video/7640531596084284680;รีแคปรีใจคุณแม่ เหนื่อยสนุก #PULSE_ON_IN_BANGKOK #TREASURE_THE_STAGE_2026 #treasure #บันเทิงtiktok ;231200;42820;4420;38400;296;4124;46158;244
iamhartz;https://www.tiktok.com/@iamhartz/video/7640509253156883733;สวรรค์เด็กอ้วนมาก  #PULSE_ON_IN_BANGKOK  #TREASURE_THE_STAGE_2026 #บันเทิงtiktok #ติ่งกับtiktok ;100400;21637;2237;19400;51;2186;46158;16
iamhartz;https://www.tiktok.com/@iamhartz/video/7640394862470221077;รับคำท้ากินเลมอน #วอลล์ไอซ์บอลล์เลมอนซี๊ดดคูลล #สดชื่นฉ่ำคูลทุกบอลล์ #WallsIceBall #WallsThailand  ;1800000;9070;475;8595;29;446;46158;77
iamhartz;https://www.tiktok.com/@iamhartz/video/7640151837202681095;คือกว่าจะมีความสุขทำไมมันยากจัง #JAEHYUN_MONO_BANGKOK ;206200;40134;4534;35600;141;4393;46157;60
iamhartz;https://www.tiktok.com/@iamhartz/video/7639719389218196756;ฟิวดาราช่องสามแจกปฏิทิน #บันเทิงtiktok ;195800;41045;3045;38000;60;2985;46156;35
iamhartz;https://www.tiktok.com/@iamhartz/video/7639283044649585938;ตัวจริงเค้ามาแล้ว @mang ;43400;10052;816;9236;35;781;46155;52
iamhartz;https://www.tiktok.com/@iamhartz/video/7638959241851604231;สาเหตุที่โสด #บันเทิงtiktok #คนไทยเป็นคนตลก ;1500000;348797;80397;268400;897;79500;46154;26
iamhartz;https://www.tiktok.com/@iamhartz/video/7638607598069042453;ผมลา;94100;23589;1289;22300;149;1140;46153;13
iamhartz;https://www.tiktok.com/@iamhartz/video/7638300199781223698;อึ้งทุกภาคส่วนพี่เจตของจริงว่ะ #JUNGWON #ENHYPEN #ANNYEONG_BANGKOK #GalaxyS26Ultra #withGalaxy ;168200;51850;4350;47500;167;4183;46152;27
iamhartz;https://www.tiktok.com/@iamhartz/video/7638277437188492562;เพลอบอกรัก #SANGWON #ANNYEONG_BANGKOK   #ALPHADRIVEONE #GalaxyS26Ultra #withGalaxy ;104400;25280;2180;23100;94;2086;46152;16
iamhartz;https://www.tiktok.com/@iamhartz/video/7638259367229295890;ใครไหวไปก่อนเลย #JUNGWON #ENHYPEN #ANNYEONG_BANGKOK    #GalaxyS26Ultra #withGalaxy ;111600;34491;1491;33000;69;1422;46152;130
iamhartz;https://www.tiktok.com/@iamhartz/video/7637864124411694344;สปอยเกส?? #TENCORE0110Concert #10YearsWithTEN #TenthSound #บันเทิงtiktok #TENLEE ;259900;75320;3220;72100;72;3148;46151;14
iamhartz;https://www.tiktok.com/@iamhartz/video/7637521565134900498;ตามเทรนนะ #JENO #JAEMIN #SMTruexNCTJNJM_FansignCafe  #withGalaxy #GalaxyS26Ultra;1100000;340665;39665;301000;565;39100;46150;21
iamhartz;https://www.tiktok.com/@iamhartz/video/7637057006553009429;รางวัลของคนสตรีม #TENLEE #บันเทิงtiktok ;259100;70569;3569;67000;83;3486;46149;64
iamhartz;https://www.tiktok.com/@iamhartz/video/7636733686108491026;ลืมอ่านคำว่าออนไลน์ #CHIQUITA #CANNY #BABYMONTER #บันเทิงtiktok ;423600;83450;3750;79700;89;3661;46148;74
iamhartz;https://www.tiktok.com/@iamhartz/video/7636691045245406484;เจอกันน้องสาว #CHIQUITA #CANNY #babymonster #บันเทิงtiktok ;588600;127192;5792;121400;226;5566;46148;42
iamhartz;https://www.tiktok.com/@iamhartz/video/7636373107921489173;ยังไม่ได้ดูท่าที่ถูกต้อง;86200;17515;415;17100;51;364;46147;22
iamhartz;https://www.tiktok.com/@iamhartz/video/7636346718669344007;อยากกดออกจากกลุ่ม #คนไทยเป็นคนตลก #เพื่อน ;93800;21521;4521;17000;43;4478;46147;20
iamhartz;https://www.tiktok.com/@iamhartz/video/7635900240633105684;คนที่ฟินที่สุดคิดถึงงง #JAEHYUN #재현 #JAEHYUN_MONO #NCT #NCT127 ;219200;50228;6028;44200;156;5872;46146;35
iamhartz;https://www.tiktok.com/@iamhartz/video/7635895322174164244;จะตามไปดูที่ตปท ด้วยรอบนี้😭 #TWS ;95200;18618;1418;17200;58;1360;46146;55
iamhartz;https://www.tiktok.com/@iamhartz/video/7635558136392273160;น่าจะอินโทรเวิท #taeyong ;102200;34099;4499;29600;46;4453;46145;40
iamhartz;https://www.tiktok.com/@iamhartz/video/7635216665931779335;มาแชร์สิ่งดาราฮีลใจ🤍 #คนไทยเป็นคนตลก #สาววาย ;142200;34900;6100;28800;24;6076;46144;17
iamhartz;https://www.tiktok.com/@iamhartz/video/7634914870793620754;;75500;16703;303;16400;37;266;46143;15
iamhartz;https://www.tiktok.com/@iamhartz/video/7634831818583248135;ข่าวเด่นประเด็นร้อน #lisa #kaiexo #illit #girlsplanet #บันเทิงtiktok ;551100;123397;12197;111200;197;12000;46143;48
iamhartz;https://www.tiktok.com/@iamhartz/video/7634505748256541972;ตอนเด็กต้องซัมยังเผ็ดดิวะ @Samyangfoods #buldak #HotterThanMyEX #BuldakHTMX #BOYNEXTDOOR #BND;49500;6960;201;6759;19;182;46142;79
iamhartz;https://www.tiktok.com/@iamhartz/video/7634459622023236871;คัมแบคค่ะ #povidol #บันเทิงtiktok ;402400;84659;10059;74600;142;9917;46142;30
iamhartz;https://www.tiktok.com/@iamhartz/video/7634134476947213576;มีใครคิดถึงนักข่าวสาวมั้ยคะ #kissoflife #jongkook #riize #jaehyun #ningning ;406600;113793;9693;104100;96;9597;46141;42
iamhartz;https://www.tiktok.com/@iamhartz/video/7633763449712971029;MV จึ้งมากกก เพลงติดหูสุด ไป wake up กันต่อค่า  #เป๊ปซี่ซัมเมอร์นี้ซ่าไม่จบ #PEPSISUMMERENCORE #PEPSIxอ๊ะเบลอองจั๋ง;12900;903;12;891;3;9;46140;141
iamhartz;https://www.tiktok.com/@iamhartz/video/7633720103900859656;ไม่ได้เป็นคนใจอ่อนขนาดนั้นค่ะ #คนไทยเป็นคนตลก #VoiceEffects ;213100;40964;6764;34200;128;6636;46140;54
iamhartz;https://www.tiktok.com/@iamhartz/video/7633097858127777031;อยากบ้า #TENLEE #BAMBAM #kpopmasterzinBKK2026 #บันเทิงtiktok ;365800;95880;4080;91800;132;3948;46138;26
iamhartz;https://www.tiktok.com/@iamhartz/video/7632969170266721544;;415300;88041;11141;76900;241;10900;46138;20
iamhartz;https://www.tiktok.com/@iamhartz/video/7632680575718984968;ดารา ไอดอล อินฟลู แต่งหน้า #GRWM #แต่งหน้า @นุเน้กเลิฟเว่อยูสเสอ @ตะแว้น @gepsrkkk ;70100;10994;194;10800;7;187;46137;237
iamhartz;https://www.tiktok.com/@iamhartz/video/7632628202648734994;ตอนนี้โสดจีบได้;2500000;366916;101216;265700;1116;100100;46137;39
iamhartz;https://www.tiktok.com/@iamhartz/video/7631948225682935061;แล้วใครมันจะมาขยันด่ากูนักหนาเหนื่อย;86200;17458;1958;15500;56;1902;46135;28
iamhartz;https://www.tiktok.com/@iamhartz/video/7631877212500856084;เพลงนี้ดีใจที่ได้เป็นส่วนหนึ่งของการโปรดิวค่ะ #PiXXiE #บันเทิงtiktok #PiXXiE_Shake   @PiXXiE ;55200;8856;512;8344;41;471;46135;163
iamhartz;https://www.tiktok.com/@iamhartz/video/7631841907114806546;;80800;20335;1335;19000;43;1292;46135;12
iamhartz;https://www.tiktok.com/@iamhartz/video/7631192364303846674;พี่ให้เลยค่ะสะกดคนดู #thevoicethailand ;779500;76686;16686;60000;286;16400;46133;76
iamhartz;https://www.tiktok.com/@iamhartz/video/7631163634621746453;สงกรานต์วันแรกจอยเวอร์ #vivoX300Ultra;28900;1537;47;1490;2;45;46133;97
iamhartz;https://www.tiktok.com/@iamhartz/video/7630823513745640722;อยากกลับบ้าน #povidol #iamhartz #บันเทิงtiktok ;181500;48563;4163;44400;63;4100;46132;17
iamhartz;https://www.tiktok.com/@iamhartz/video/7630780449207471380;ความเริ่ดของชี #KokoKrunchChoCoRingz #อร่อยริงซ์ริงซ์ #Sponsored;42400;509;14;495;8;6;46132;44
iamhartz;https://www.tiktok.com/@iamhartz/video/7630439533208751380;เปิดตัวมาสคอตใหม่ gmm #PERMPOON #AVOCEAN #บันเทิงtiktok #FWDMusicLiveFest ;201100;50165;5465;44700;127;5338;46131;10
iamhartz;https://www.tiktok.com/@iamhartz/video/7629339732811533576;;433200;85233;7733;77500;258;7475;46128;20
iamhartz;https://www.tiktok.com/@iamhartz/video/7629262634931588359;รีแคปแม่น้ำฮัน ;84000;16911;811;16100;31;780;46128;15
iamhartz;https://www.tiktok.com/@iamhartz/video/7628860651787537685;ขึ้นหน้าไปK2O #GRWM #K2O #บันเทิงtiktok #แต่งหน้า ;328400;72295;2295;70000;62;2233;46127;380
iamhartz;https://www.tiktok.com/@iamhartz/video/7628659036770077970;ซองชานโหดๆๆ #SUNGCHAN #RIIZE #K2O2026 #บันเทิงtiktok ;742700;176825;16825;160000;525;16300;46126;122
iamhartz;https://www.tiktok.com/@iamhartz/video/7628645117359967496;สงกานโหดๆๆๆ #RIIZE #SUNGCHAN #K2O2026 #RIIZExK2O #บันเทิงtiktok ;153400;34178;2978;31200;113;2865;46126;77
iamhartz;https://www.tiktok.com/@iamhartz/video/7627481510320311559;ออกมารับผิดชอบด้วยนะคะ @nailsl.a.b ;82600;7738;335;7403;25;310;46123;23
iamhartz;https://www.tiktok.com/@iamhartz/video/7627463225147182357;ยิ่งกว่าประกาศผลมหาลัย #jenojaemin #jnjm #บันเทิงtiktok #ติ่งกับtiktok #nctdream ;164000;32278;2478;29800;53;2425;46123;41
iamhartz;https://www.tiktok.com/@iamhartz/video/7626676811514072327;อย่าถามค่ะไม่ได้มีความรู้ขนาดนั้น #คนไทยเป็นคนตลก ;318900;79141;19041;60100;41;19000;46121;16
iamhartz;https://www.tiktok.com/@iamhartz/video/7625247332522659093;ข้อคิดจากละครเรื่องนี้คือ @MONSTERMUSICFESTIVAL #MMF2026  #monstermusicfestival2026;23000;1127;42;1085;7;35;46117;70
iamhartz;https://www.tiktok.com/@iamhartz/video/7625150829493996821;ฟังนะ! ทั้งหมดนี้ฟรีค่ะ 17-19 เมษายน นี้เท่านั้น โปรดเซฟคลิปค่ะ #FWDMusicLiveFest #FWDประกันชีวิต #CelebrateLiving ;2000000;14353;453;13900;53;400;46117;73
iamhartz;https://www.tiktok.com/@iamhartz/video/7624910152197491975;พระเอกรถไฟฟ้ามหานะเธอ #SION #OurWish_BANGKOK #NCTWISH_CONCERT_TOUR_IN_BKK #NCTWISH #บันเทิงtiktok ;181900;51520;4920;46600;35;4885;46116;23
iamhartz;https://www.tiktok.com/@iamhartz/video/7624897690664488213;ความไวเป็นเรื่องของปีศาจ #NCTWISH_CONCERT_TOUR_IN_BKK #nctwish #บันเทิงtiktok ;255400;52198;3898;48300;56;3842;46116;10
iamhartz;https://www.tiktok.com/@iamhartz/video/7624430618088181000;รักพี่มาร์คนะ🤍 #MARKLEE #NCT ;368500;81234;2834;78400;268;2566;46115;104
iamhartz;https://www.tiktok.com/@iamhartz/video/7624413243443809544;ตลอดไป🤍 #nctdream ;191200;56118;2018;54100;106;1912;46115;67
iamhartz;https://www.tiktok.com/@iamhartz/video/7624046457460591893;กรอย่าเล่นกับใจมากได้ม่ะ #คอร์นเนตโตองุ่นโยเกิร์ต #ฉีกกฎความสดชื่นในโคนเดียว #CornettoMuscatGrapeYoghurt #CornettoThailand;3700000;49405;705;48700;40;665;46114;48
iamhartz;https://www.tiktok.com/@iamhartz/video/7623776642208419090;มารีวิวจากการอยู่มาครึ่งเดือน #เกาหลี ;155300;24055;655;23400;24;631;46113;247
iamhartz;https://www.tiktok.com/@iamhartz/video/7623667449040325908;เมื่อไรจะผ่านวันนี้ไปวะ;201000;58627;9727;48900;73;9654;46113;17
iamhartz;https://www.tiktok.com/@iamhartz/video/7623378380632706312;@BTS ;30700;7399;97;7302;19;78;46112;15
iamhartz;https://www.tiktok.com/@iamhartz/video/7622995407949319445;อะไรใหม่ๆในการตามเพื่อนไปติ่ง #LINEMELODY #MELODYBYME #Ringtone #เสียงเรียกเข้า #เสียงรอสาย @LINE MELODY Thailand ;826400;1650;46;1604;5;41;46111;67
iamhartz;https://www.tiktok.com/@iamhartz/video/7622955383367290132;HOWTOดูคอนที่เกาหลีให้เข้าใจนะคะ  #THEDREAMSHOW4 #NCTDREAM #บันเทิงtiktok ;115000;24279;1879;22400;41;1838;46111;35
iamhartz;https://www.tiktok.com/@iamhartz/video/7622657724873985301;เป็นอีกวันที่อีโมจริงๆ🥹 #THEDREAMSHOW4 #NCTDREAM #TWS_2nd_FANMEETING_SEOUL #FUTURETHEDREAM #บันเทิงtiktok ;83800;17679;279;17400;6;273;46110;178
iamhartz;https://www.tiktok.com/@iamhartz/video/7621487631087635732;งานเร่งจริงด้วย #คนไทยเป็นคนตลก ;48400;7978;1087;6891;10;1077;46107;24
iamhartz;https://www.tiktok.com/@iamhartz/video/7621438479897087252;อยากเห็นตอนได้เติมน้ำหวาน #TeaPopMVChallenge #ลิปตันชาลิฟใจ #ชามะนาวที่ใช่ต้องลิปตัน ;36600;3792;350;3442;18;332;46107;79
iamhartz;https://www.tiktok.com/@iamhartz/video/7621175537574399253;Hybe labels 💖 #kpop ;329100;83043;3843;79200;185;3658;46106;10
iamhartz;https://www.tiktok.com/@iamhartz/video/7621140130954235157;ยองคึๆๆ #cortis ;67700;13717;317;13400;38;279;46106;15
iamhartz;https://www.tiktok.com/@iamhartz/video/7621129333704281364;มีจริงนะคนที่ไปยืนอิมแพควันไม่มีคอน #SRICHANDCamelliaPDRN #SRICHANDxBamBam #SRICHANDINSKIN #รีวิวบิวตี้ #ป้ายยาสกินแคร์;20300;1201;26;1175;8;18;46106;57
iamhartz;https://www.tiktok.com/@iamhartz/video/7621099850842574100;สิ่งที่ขาดได้vsขาดไม่ได้ #คนไทยเป็นคนตลก #บันเทิงtiktok ;201700;50549;10249;40300;49;10200;46106;10
iamhartz;https://www.tiktok.com/@iamhartz/video/7620820377983339796;เกาหลี @charina ;167300;51713;2413;49300;99;2314;46105;15
iamhartz;https://www.tiktok.com/@iamhartz/video/7620730951265422613;ประโยคเดียวกันแต่  #บันเทิงtiktok #คนไทยเป็นคนตลก #englot #อิงฟ้าชาล็อต ;318900;64545;4645;59900;543;4102;46105;69
iamhartz;https://www.tiktok.com/@iamhartz/video/7620055148408081685;ตอบกลับ @WI_Momayy ช็อคซินีม่า #babymonster #ruka ;897200;137029;4629;132400;127;4502;46103;113
iamhartz;https://www.tiktok.com/@iamhartz/video/7620035449851235605;แล้วเมเนเจอร์หน้าตึกอยู่ไหนหมด ;1500000;271020;18420;252600;220;18200;46103;15
iamhartz;https://www.tiktok.com/@iamhartz/video/7619540213961870613;คือมันเวอร์มาก #BTS #BTSComeback2026 #บันเทิงtiktok ;680100;156364;7564;148800;210;7354;46102;139
iamhartz;https://www.tiktok.com/@iamhartz/video/7619318792602111252;แงง #NCTDREAM #NCTDREAM_THEDREAMSHOW4_FINALE #NCTDREAM_THEDREAMSHOW4 ;200000;61393;2193;59200;225;1968;46101;200
iamhartz;https://www.tiktok.com/@iamhartz/video/7619314495671880981;เพลงที่คิดถึงงง😭🥹 #NCTDREAM #NCTDREAM_THEDREAMSHOW4_FINALE ;83400;20424;724;19700;24;700;46101;160
iamhartz;https://www.tiktok.com/@iamhartz/video/7619260669237447956;มาละวันแรก!! #NCTDREAM_THEDREAMSHOW4 #NCTDREAM_THEDREAMSHOW4_FINALE ;34600;6147;100;6047;16;84;46101;11
iamhartz;https://www.tiktok.com/@iamhartz/video/7619244958788193557;สรุปจะให้ยืมมั้ย #DICE_YEAR2FANCON #DICE_SONRAY #บันเทิงtiktok #DICE_แค่อกยังไม่เท่าไหล่ ;23700;3967;108;3859;15;93;46101;121
iamhartz;https://www.tiktok.com/@iamhartz/video/7619175199732370709;รีวิวความหล่อของแต่ละคนในวันงาน #STRAYKIDS #SUNLIGHTISYOURSPOTLIGHT #BioreUV #StayInSpotlight ;32000;6151;323;5828;54;269;46101;191
iamhartz;https://www.tiktok.com/@iamhartz/video/7618584524481514772;มาป้ายยาของญี่ปุ่นที่ซื้อกลับ #ญี่ปุ่น #tiktokป้ายยา ;115400;18110;410;17700;28;382;46099;314
iamhartz;https://www.tiktok.com/@iamhartz/video/7618192924496448789;แฟนคลับแต่ละคนมีแต่คนรักแมว #MeOxBillkin #มีแมวต้องมีโอ #MeOxBillkinPurrfectDay2026;831700;2754;227;2527;10;217;46098;48
iamhartz;https://www.tiktok.com/@iamhartz/video/7618149736113114389;ชอบดูคนอื่นรักกันอ่ะ #คนไทยเป็นคนตลก #oabnithi #ladiiprang ;84600;21292;1192;20100;16;1176;46098;29
iamhartz;https://www.tiktok.com/@iamhartz/video/7618122003941231893;วงล่าสุดที่ร้องเพลงไืทยของทุกคนคือวงไหน #2026_idle_WORLDTOUR #2026_idle_WORLDTOURinBKK ;232200;50011;1911;48100;90;1821;46098;60
iamhartz;https://www.tiktok.com/@iamhartz/video/7617812381883763988;ละครสั้นสำหรับคนชอบใส่ใจ #GalaxyS26Ultra #GalaxyUnpacked #Samsung;15200;992;24;968;1;23;46097;60
iamhartz;https://www.tiktok.com/@iamhartz/video/7617792368925986068;เสื้อคู่แบบทั้งด้อม #TAEYONG #clearnose ;106100;23864;1364;22500;32;1332;46097;26
iamhartz;https://www.tiktok.com/@iamhartz/video/7617441314082196757;โอ้ยยหนุ่มผมสั้น #BILLKIN_FEELQUENCY_D3 #BILLKIN_FEELQUENCY #BillkinEntertainment #Bbillkin ;1500000;188820;17620;171200;320;17300;46096;57
iamhartz;https://www.tiktok.com/@iamhartz/video/7617153539177008404;2/10 นะเฉยๆ #SEVENTEEN_NEW_IN_BANGKOK #seventeen #บันเทิงtiktok ;103500;18923;1623;17300;23;1600;46095;18
iamhartz;https://www.tiktok.com/@iamhartz/video/7617061624423222549;ภาพรวมหน้าคอนเซบ #บิบิโกสายซัพno1อร่อยฟินอินถึงคอน #SVT_NEW_WORLDTOUR #SEVENTEEN;17300;1378;39;1339;3;36;46095;48
iamhartz;https://www.tiktok.com/@iamhartz/video/7616646995394071828;อย่ามาเรียกคุณพี่แถวนี้ #คนไทยเป็นคนตลก #DICE_แค่อกยังไม่เท่าไหล่ #DICE_YEAR2FANCON #DICE_SONRAY #บันเทิงtiktok;132700;36417;2017;34400;79;1938;46094;42
iamhartz;https://www.tiktok.com/@iamhartz/video/7615937783948905749;กลิ่นหอมนี้ พาฉันเดินตามหาเวอร์​ #MocconaTrioEspresso #มอคโคน่าทรีโอเอสเปรสโซ่หอมเข้มเป็นต่อ #หอมเข้มเป็นต่อ ​;734000;2505;118;2387;10;108;46092;77
iamhartz;https://www.tiktok.com/@iamhartz/video/7615904795211107604;ให้มันเหงาแต่ฉัน #twnpich #PorSuppakarn  #teeteepor #ด้วงกับเธอseries #บันเทิงtiktok ;726400;202863;14763;188100;463;14300;46092;197
iamhartz;https://www.tiktok.com/@iamhartz/video/7615512711933283592;So Rude!! #englot ;212800;45688;1688;44000;298;1390;46091;19
iamhartz;https://www.tiktok.com/@iamhartz/video/7615243245538249992;;55900;8897;872;8025;27;845;46090;42
iamhartz;https://www.tiktok.com/@iamhartz/video/7615214087751896340;ก่อนพูดอะไรดูผลงานก่อนค่ะ @CIR*CRL  #GalaxyS26Ultra #BeyondtheGalaxy #withGalaxy #บันเทิงtiktok ;26900;3877;134;3743;28;106;46090;61
iamhartz;https://www.tiktok.com/@iamhartz/video/7614800859305725191;Chaos but make it dance  #teeteepor #twnpich #porsuppakarn  ;194500;49487;1687;47800;126;1561;46089;14
iamhartz;https://www.tiktok.com/@iamhartz/video/7612983133700410632;ดังได้แต่มึง #คนไทยเป็นคนตลก ;404800;97307;23807;73500;207;23600;46084;17
iamhartz;https://www.tiktok.com/@iamhartz/video/7612860772120530197;ทูตขนมจีนน้ำยาหมูโคราชท่านเริ่มแล้ว #โคราช #tiktokพากิน #ขนมจีน ;67100;10981;781;10200;55;726;46084;61
iamhartz;https://www.tiktok.com/@iamhartz/video/7611746940392361236;เคล็ดลับงานผิวโกลว์ฉ่ำแบบพี่ดารา #วาสลีนกลูต้าไฮยาสีชมพู #VaselineGlutaHya #VaselineThailand #5วันผิวฉ่ำใสยิ่งใกล้ยิ่งโกลว์ #LenaMiu;17500;1260;7;1253;1;6;46081;62
iamhartz;https://www.tiktok.com/@iamhartz/video/7611188298836364551;เพลงแห่งเมืองหญิงกล้า #hearts2hearts ;86900;18053;2353;15700;42;2311;46079;21
iamhartz;https://www.tiktok.com/@iamhartz/video/7611127086098533639;Snap Snap✨ #JNJM_BOTHSIDES #NCTJNJM_데뷔팬_할사람 ;38900;9119;191;8928;29;162;46079;11
iamhartz;https://www.tiktok.com/@iamhartz/video/7611081009551002901;พวกเด็กใหม่ต้องเจอ #Kiismet #povidol #บันเทิงtiktok #TPOP @Kiismet @Pru Kiismet🍒💫 @Ami Kiismet @Pimya | พิมญ่า @PUNCH Kiismet @Praewpim Kiismet ;24500;3204;63;3141;14;49;46079;136
iamhartz;https://www.tiktok.com/@iamhartz/video/7610803427764981000;มาละ #JNJM_BOTHSIDES #NCTJNJM_데뷔팬_할사람 ;34600;6701;148;6553;43;105;46078;22
iamhartz;https://www.tiktok.com/@iamhartz/video/7610385336920771861;ถึงงานกลุ่ม #คนไทยเป็นคนตลก ;6200000;859547;298547;561000;1947;296600;46077;11
iamhartz;https://www.tiktok.com/@iamhartz/video/7608860203076848916;ซีนน้อยแต่วีนร้อยเปอร์เซ็น #povidol #บันเทิงtiktok #ติ่งกับtiktok ;518000;109035;8035;101000;306;7729;46073;29
iamhartz;https://www.tiktok.com/@iamhartz/video/7608091512454368533;ชั้นจะไปคอน SEVENTEEN #บิบิโกสายซัพno1อร่อยฟินอินถึงคอน #SEVENTEEN #SVT_TOUR_NEW_BANGKOK #bibigoRamyun #bibigoTH;254400;3601;98;3503;4;94;46071;46
iamhartz;https://www.tiktok.com/@iamhartz/video/7607471557836950805;;149700;30965;4265;26700;52;4213;46069;10
iamhartz;https://www.tiktok.com/@iamhartz/video/7607369797780770056;กูคือผู้ใหญ่บ้านแท้ #nctdream #บันเทิงtiktok ;217600;60407;2407;58000;51;2356;46069;18
iamhartz;https://www.tiktok.com/@iamhartz/video/7607294045454437652;ช่วงนี้อินคอติสจนได้เรฟมาแต่งตัว #Taobao #TaobaoTH #TaobaoxStarChoice #OOTDxTaobao;17300;943;20;923;12;8;46069;45
iamhartz;https://www.tiktok.com/@iamhartz/video/7607044435502746901;เหมือนเค้าทักชั้น!! เก็บทุกโมเมนต์ #ซัมซุงซูม #GalaxyS25Ultra #withGalaxy  #SMTOWNLIVE2025_26_BANGKOK;48300;6886;310;6576;4;306;46068;15
iamhartz;https://www.tiktok.com/@iamhartz/video/7606998717358427400;เงินเก็บทั้งชีวิต #ShopeexNCTDREAMEvent #ติ่งกับTiktok #บันเทิงtiktok ;530800;156090;10290;145800;90;10200;46068;12
iamhartz;https://www.tiktok.com/@iamhartz/video/7606762619629882631;ฉันรักSMแล้วSMรักฉันบ้างมั้ย #SMTOWN2025_26 #SMTOWNLIVE2025_26_BANGKOK #บันเทิงtiktok ;183300;39097;3297;35800;167;3130;46067;72
iamhartz;https://www.tiktok.com/@iamhartz/video/7606697582387137800;บุคคลที่ทำป้ากล้องไหล  ##ซัมซุงซูม##GalaxyS25Ultra##withGalaxy #SION #SMTOWN2025_26 ;46900;5867;198;5669;11;187;46067;17
iamhartz;https://www.tiktok.com/@iamhartz/video/7606604698623151378;กูไม่มีสติทุกอย่างบายจุ้บ #nctdream #ShopeexNCTDREAMEvent #ติ่งกับTiktok #บันเทิงtiktok ;330500;100237;4537;95700;193;4344;46067;289
iamhartz;https://www.tiktok.com/@iamhartz/video/7606289545377713426;ลุคผมอยากมีโน่ #ShopeexNCTDREAMEvent #JENO #makeup ;59400;9541;541;9000;102;439;46066;12
